profil_adi,kayit_ay,tarif_sayisi,takipci,takip,sehir,eslesen_sehir
Zeynep_Ozdogan4,124.0,8.0,28.0,22.0,i̇zmi̇r,İzmir
nursultansakiroglu,65.0,1.0,8.0,22.0,i̇stanbul,İstanbul
Sedat_Bici,103.0,2.0,6.0,2.0,osmani̇ye,Osmaniye
zehracck,83.0,26.0,73.0,216.0,muğla,Muğla
merveesen,126.0,1.0,0.0,3.0,kayseri̇,Kayseri
hanzade-ve-almilanin-mutfagi,91.0,5.0,4.0,0.0,eski̇şehi̇r,Eskişehir
Basak_Kanlioglu,118.0,2.0,3.0,11.0,trabzon,Trabzon
kaderyilmazokur,84.0,1.0,0.0,0.0,kayseri̇,Kayseri
Nebi_EmineBilgic,120.0,3.0,7.0,4.0,kayseri̇,Kayseri
Habibe_Yilmaz21,72.0,7.0,7.0,2.0,bartin,Bartın
tugceayalti,124.0,1.0,2.0,13.0,samsun,Samsun
zehratuba2508,78.0,4.0,7.0,16.0,i̇stanbul,İstanbul
Ilayda_Aygun3,100.0,4.0,3.0,9.0,edi̇rne,Edirne
aydinnn,86.0,18.0,89.0,12.0,i̇stanbul,İstanbul
Fener_Bahce4,122.0,1.0,0.0,13.0,elaziğ,Elazığ
ozlemtunali,120.0,1.0,0.0,0.0,kocaeli̇,Kocaeli
semilicious,118.0,13.0,42.0,5.0,i̇zmi̇r,İzmir
Zafer_Dogan6,88.0,2.0,2.0,1.0,kocaeli̇,Kocaeli
earzuglryzgn,95.0,10.0,11.0,14.0,malatya,Malatya
elifel,124.0,4.0,7.0,14.0,adana,Adana
azra638,57.0,2.0,0.0,0.0,van,Van
gulfidancan10,56.0,1.0,1.0,4.0,çorum,Çorum
uemutfaktayiz,99.0,10.0,7.0,7.0,konya,Konya
Busra_Ozdemir4,127.0,1.0,3.0,10.0,antalya,Antalya
cananilay,65.0,1.0,0.0,1.0,ankara,Ankara
limonmutfak,100.0,3.0,7.0,0.0,bursa,Bursa
Gizem_Akkartal,127.0,2.0,0.0,2.0,i̇zmi̇r,İzmir
mervenurr03,77.0,3.0,1.0,0.0,kayseri̇,Kayseri
dunyam27,136.0,1.0,0.0,3.0,gazi̇antep,Gaziantep
Reyhan_Gurkan,127.0,2.0,0.0,2.0,ankara,Ankara
SedaninDokunusu,49.0,4.0,2.0,1.0,gazi̇antep,Gaziantep
simgevli,78.0,4.0,0.0,5.0,düzce,Düzce
elif2911,73.0,20.0,8.0,1.0,i̇zmi̇r,İzmir
ezgikaya23,129.0,6.0,5.0,5.0,elaziğ,Elazığ
A-Ataturkoglu5723,117.0,2.0,0.0,10.0,i̇zmir,İzmir
gifn,115.0,7.0,5.0,1.0,afyon,Afyon
Ahu_Hanoglu,103.0,2.0,3.0,1.0,i̇zmi̇r,İzmir
Tugba_Inciroglu2,91.0,4.0,6.0,3.0,kahramanmaraş,Kahramanmaraş
dilegintarifi,65.0,4.0,15.0,27.0,nevşehi̇r,Nevşehir
lezzetdiyari,119.0,2.0,9.0,12.0,i̇stanbul,İstanbul
TCSevcan_Coskun,98.0,2.0,28.0,49.0,edi̇rne,Edirne
havaaa,127.0,7.0,1.0,16.0,adana,Adana
Merve_Karasakal,98.0,20.0,16.0,3.0,şanliurfa,Şanlıurfa
SamilGulsum_Polat,112.0,25.0,80.0,24.0,düzce,Düzce
kucukasci06,105.0,3.0,10.0,11.0,ankara,Ankara
Semiha_Kilnamaz,96.0,3.0,0.0,2.0,adana,Adana
annemutfakda,133.0,10.0,4.0,6.0,kayseri̇,Kayseri
goncayavuzz,123.0,2.0,17.0,133.0,hatay,Hatay
maminin_mutfagi,18.0,1.0,0.0,0.0,tokat,Tokat
veysikocyigit_0720,33.0,1.0,4.0,7.0,di̇yarbakir,Diyarbakır
polise,116.0,7.0,5.0,1.0,çanakkale,Çanakkale
RasimKaraca,107.0,1.0,0.0,0.0,samsun,Samsun
Mehmet_Kotan,121.0,3.0,4.0,10.0,erzurum,Erzurum
Esra_Akat4,75.0,1.0,14.0,27.0,konya,Konya
Emel_Cobanoglu3,120.0,1.0,3.0,1.0,kayseri̇,Kayseri
Burcu_Topagac,146.0,2.0,5.0,10.0,ankara,Ankara
cimengulsah,79.0,2.0,18.0,1.0,ki̇li̇s,Kilis
nureliminlezzeti,108.0,1.0,0.0,0.0,i̇zmi̇r,İzmir
elifindefterinde,96.0,4.0,2.0,0.0,i̇stanbul,İstanbul
Bircan_Ay,126.0,1.0,0.0,5.0,ankara,Ankara
Zeynep_Aslanboga,125.0,63.0,540.0,9.0,i̇stanbul,İstanbul
Oguzhan_Ozel3,61.0,2.0,3.0,2.0,bartin,Bartın
ailemutfagii,83.0,3.0,3.0,0.0,di̇yarbakir,Diyarbakır
Dilek_DarendeliKupeli,146.0,7.0,4.0,13.0,i̇stanbul,İstanbul
rycbar123,69.0,1.0,0.0,0.0,çanakkale,Çanakkale
kokenli,105.0,1.0,7.0,3.0,i̇stanbul,İstanbul
ayseguleeee,94.0,4.0,2.0,4.0,i̇stanbul,İstanbul
seymamutlu_4558,30.0,3.0,2.0,3.0,i̇zmi̇r,İzmir
Ugur_Ciloglu,105.0,1.0,0.0,0.0,mani̇sa,Manisa
bahar211633,51.0,3.0,6.0,7.0,mersi̇n,Mersin
Burcu_Lule,113.0,1.0,0.0,1.0,ankara,Ankara
Oznur_Edirne,123.0,4.0,3.0,5.0,eski̇şehi̇r,Eskişehir
hayalisef,97.0,2.0,63.0,0.0,afyon,Afyon
canansatir,114.0,4.0,1.0,4.0,teki̇rdağ,Tekirdağ
sdht,103.0,3.0,6.0,2.0,i̇stanbul,İstanbul
gozdearas09,78.0,1.0,3.0,2.0,aydin,Aydın
Sevgi_Deniz6,121.0,3.0,0.0,0.0,hatay,Hatay
solmazyasar,104.0,1.0,1.0,1.0,i̇zmi̇r,İzmir
TCVuslat_Aydin,125.0,8.0,30.0,15.0,adana,Adana
Ozge_EnginBaylan,86.0,3.0,3.0,7.0,bursa,Bursa
Seymanur_Durmaz2,80.0,2.0,22.0,42.0,şanliurfa,Şanlıurfa
BERNA0675,114.0,4.0,1.0,2.0,ankara,Ankara
Ozlem_Karanfil2,126.0,4.0,2.0,6.0,i̇stanbul,İstanbul
Fatma_Cal2,117.0,3.0,1.0,3.0,ankara,Ankara
ebrulilezzetler,126.0,104.0,472.0,10.0,ankara,Ankara
merhaba-mutfak,64.0,8.0,12.0,17.0,konya,Konya
Baran_Cinar,75.0,10.0,11.0,2.0,aksaray,Aksaray
bikenyavuz,91.0,4.0,11.0,40.0,hatay,Hatay
Busra_Kara57,69.0,2.0,2.0,5.0,eski̇şehi̇r,Eskişehir
ahmetunsur34,105.0,1.0,0.0,0.0,i̇stanbul,İstanbul
Hamiyet_Durdu,122.0,1.0,1.0,1.0,gi̇resun,Giresun
ayseguldogannn,47.0,18.0,8.0,0.0,konya,Konya
Mehmet_Ercingoz,128.0,9.0,6.0,28.0,aydin,Aydın
Seda_SolakEge,115.0,1.0,2.0,4.0,i̇stanbul,İstanbul
havvaacilarr,64.0,1.0,1.0,1.0,konya,Konya
elifecrinuslu,84.0,3.0,2.0,4.0,i̇zmi̇r,İzmir
Kader_Belikbasi,66.0,1.0,2.0,0.0,kayseri̇,Kayseri
Gamze_KilicKayaalp,126.0,6.0,8.0,23.0,eski̇şehi̇r,Eskişehir
cigdembardakcioglu123,67.0,10.0,67.0,102.0,muğla,Muğla
fidan67,78.0,7.0,11.0,3.0,i̇stanbul,İstanbul
DavuthanReyhan_Celikkol,106.0,7.0,4.0,3.0,çanakkale,Çanakkale
sinembsrn,83.0,3.0,2.0,0.0,i̇stanbul,İstanbul
Banu_Dag,67.0,2.0,4.0,3.0,balikesi̇r,Balıkesir
hazsen,132.0,27.0,49.0,20.0,ankara,Ankara
gulmiraibragimova2415,98.0,1.0,6.0,10.0,bursa,Bursa
cereendogaan,114.0,2.0,3.0,5.0,ankara,Ankara
Ozge_Cetin26,61.0,2.0,3.0,4.0,i̇zmi̇r,İzmir
HaticeMuhammed_Baytemur,91.0,6.0,22.0,15.0,yalova,Yalova
buso123,88.0,3.0,5.0,12.0,konya,Konya
Meryem_Nas,131.0,4.0,13.0,19.0,i̇stanbul,İstanbul
Nese_Yetisen,87.0,1.0,0.0,0.0,i̇stanbul,İstanbul
Fadime_Gundogdu2,93.0,2.0,2.0,7.0,mersi̇n,Mersin
alitokk,97.0,2.0,6.0,13.0,i̇zmi̇r,İzmir
KeremZumra_Talha,92.0,2.0,1.0,7.0,şanliurfa,Şanlıurfa
Ertnxe,121.0,6.0,3.0,0.0,sakarya,Sakarya
ejdertanis,119.0,2.0,3.0,0.0,antalya,Antalya
Dilek_Colak6,119.0,1.0,1.0,1.0,amasya,Amasya
kimmissbu,114.0,5.0,6.0,1.0,i̇stanbul,İstanbul
mehsu,102.0,32.0,47.0,8.0,i̇zmi̇r,İzmir
gulsenamaden,96.0,6.0,15.0,13.0,i̇stanbul,İstanbul
lezzet.tarifleri,43.0,6.0,11.0,0.0,gazi̇antep,Gaziantep
eatforhealths,41.0,4.0,2.0,0.0,i̇stanbul,İstanbul
Ibrahim_Guven4,104.0,1.0,2.0,15.0,elaziğ,Elazığ
gizoalisenay,102.0,8.0,22.0,12.0,mani̇sa,Manisa
Emine_TumtasOymaci,113.0,1.0,0.0,1.0,ankara,Ankara
Ozlem_Helvaci,129.0,20.0,24.0,21.0,ordu,Ordu
bernagurler,108.0,1.0,3.0,1.0,i̇stanbul,İstanbul
merve-ezgi-,116.0,2.0,0.0,1.0,gazi̇antep,Gaziantep
Mehmet_Gun4,114.0,6.0,8.0,17.0,di̇yarbakir,Diyarbakır
emine-ozmen-cinik,147.0,1.0,2.0,1.0,tokat,Tokat
Sehla_YavasUyanik,109.0,25.0,34.0,70.0,mani̇sa,Manisa
-mm-burak,107.0,7.0,8.0,12.0,mersi̇n,Mersin
ayazismailfatma,111.0,10.0,8.0,12.0,bartin,Bartın
Duman_Efe,53.0,1.0,1.0,0.0,i̇stanbul,İstanbul
Habibe_KayaOdabasi,109.0,1.0,2.0,3.0,gazi̇antep,Gaziantep
Suleyman_Bulut3,92.0,5.0,6.0,6.0,i̇zmi̇r,İzmir
Gulseren_Arpaci,91.0,8.0,6.0,5.0,antalya,Antalya
cemileergin,62.0,2.0,3.0,1.0,adana,Adana
merve-sare,86.0,5.0,2.0,7.0,van,Van
Merve_Kskn,81.0,1.0,1.0,1.0,afyon,Afyon
drya45,117.0,1.0,2.0,4.0,artvi̇n,Artvin
Selvi_Dogan3,116.0,2.0,0.0,4.0,tokat,Tokat
labak,126.0,2.0,1.0,4.0,i̇zmi̇r,İzmir
EmineAksoy,127.0,10.0,4.0,0.0,uşak,Uşak
sevdecolak,84.0,3.0,5.0,1.0,isparta,Isparta
Hicran_Ozaydin,64.0,4.0,39.0,104.0,samsun,Samsun
yarenerdgnn1,61.0,2.0,0.0,0.0,i̇zmi̇r,İzmir
Meltem_Cuntay,91.0,2.0,1.0,1.0,i̇zmi̇r,İzmir
casminn,67.0,14.0,193.0,11.0,bursa,Bursa
Sude_Onal,117.0,8.0,9.0,0.0,i̇zmi̇r,İzmir
SeferSerap_Ilboga,117.0,87.0,57.0,56.0,konya,Konya
Secil_Aydin2,127.0,17.0,17.0,2.0,bursa,Bursa
Melisa_Bulmus,122.0,8.0,8.0,11.0,i̇zmi̇r,İzmir
gozdeipek89,104.0,5.0,9.0,7.0,i̇stanbul,İstanbul
eslemesraelif,87.0,11.0,29.0,30.0,yozgat,Yozgat
a33,93.0,11.0,33.0,12.0,hakkari̇,Hakkari
Gizem_Sen2,125.0,6.0,44.0,71.0,i̇stanbul,İstanbul
aysearvs,122.0,1.0,2.0,14.0,antalya,Antalya
ResmiyElif_Sry,83.0,10.0,6.0,6.0,konya,Konya
mutfaktankokularmis,91.0,5.0,27.0,41.0,bi̇ngöl,Bingöl
zulalbaser,108.0,7.0,5.0,2.0,sakarya,Sakarya
nur140204,39.0,1.0,0.0,1.0,aydin,Aydın
kiriphe,64.0,1.0,2.0,3.0,i̇stanbul,İstanbul
1kubra2,103.0,5.0,17.0,7.0,hatay,Hatay
mrvblk,120.0,3.0,8.0,9.0,antalya,Antalya
ikbalozturk,52.0,1.0,3.0,0.0,i̇stanbul,İstanbul
melooo_,49.0,4.0,4.0,2.0,yozgat,Yozgat
hasretkaraarslan,65.0,14.0,1.0,0.0,i̇stanbul,İstanbul
hepsindenbirazcik,64.0,1.0,3.0,5.0,konya,Konya
yarenakturkkk,62.0,13.0,30.0,0.0,i̇stanbul,İstanbul
Ozlem_Akguner,98.0,3.0,13.0,28.0,balikesi̇r,Balıkesir
ozlmucrfb,113.0,20.0,17.0,6.0,i̇stanbul,İstanbul
tariflerlemutfak,64.0,14.0,51.0,6.0,malatya,Malatya
Melissa_Mentese,128.0,29.0,16.0,2.0,i̇stanbul,İstanbul
yagmurkun,85.0,5.0,8.0,4.0,i̇stanbul,İstanbul
nytuser_lezzetlieller_2218,50.0,1.0,0.0,0.0,elaziğ,Elazığ
Sedef_Turker,126.0,1.0,0.0,0.0,i̇stanbul,İstanbul
cnslgzr,72.0,13.0,30.0,59.0,amasya,Amasya
Nagehan_CamuzcuGul,134.0,1.0,0.0,0.0,si̇vas,Sivas
niluferardic4944,93.0,2.0,2.0,0.0,kayseri̇,Kayseri
cerenaysel,61.0,6.0,42.0,46.0,kocaeli̇,Kocaeli
Filiz_CeylinArda,104.0,5.0,4.0,2.0,mani̇sa,Manisa
gozdesenyuz,81.0,1.0,0.0,0.0,ankara,Ankara
nurankurt,115.0,5.0,2.0,22.0,ankara,Ankara
olcay-ilginn,47.0,3.0,2.0,1.0,i̇stanbul,İstanbul
Sema_Kumdelen2,79.0,7.0,2.0,7.0,konya,Konya
nytuser_haticekarabulut_1178,49.0,2.0,6.0,3.0,i̇zmi̇r,İzmir
emineguner_,99.0,1.0,14.0,22.0,i̇stanbul,İstanbul
chefhabibe,115.0,6.0,5.0,1.0,ankara,Ankara
Fatma_Ipci,94.0,8.0,5.0,1.0,kirklareli̇,Kırklareli
nytuser_fatoscicekgezic_0083,10.0,1.0,1.0,0.0,malatya,Malatya
RecepEda_Coban,113.0,38.0,204.0,177.0,ankara,Ankara
senbirmeleksin,70.0,4.0,5.0,0.0,mersi̇n,Mersin
Tulin_Bal,49.0,3.0,171.0,11.0,trabzon,Trabzon
Burcin_UmacEsendemir,69.0,1.0,5.0,5.0,i̇stanbul,İstanbul
sevalbln3758,43.0,1.0,0.0,0.0,antalya,Antalya
Goksen,137.0,7.0,6.0,0.0,adana,Adana
Betul_Sari,133.0,11.0,54.0,33.0,i̇zmi̇r,İzmir
sarisingelin,83.0,3.0,1.0,3.0,i̇stanbul,İstanbul
Sema_Antas,131.0,2.0,0.0,0.0,i̇stanbul,İstanbul
halisei,126.0,4.0,5.0,11.0,i̇stanbul,İstanbul
Cebrail_Demirer,57.0,1.0,0.0,1.0,kirşehi̇r,Kırşehir
ErgunMeral_Karci,84.0,7.0,22.0,29.0,ankara,Ankara
Yeliz_Yildirim3,134.0,1.0,1.0,0.0,bursa,Bursa
Elif_Yenice3,96.0,1.0,0.0,1.0,samsun,Samsun
Bayan_Efsane,123.0,6.0,53.0,63.0,aydin,Aydın
denizo45,117.0,12.0,12.0,3.0,mani̇sa,Manisa
lelita,101.0,7.0,13.0,28.0,i̇zmi̇r,İzmir
ozlemutkumahir,81.0,3.0,2.0,10.0,balikesi̇r,Balıkesir
elemsonmez,69.0,5.0,11.0,6.0,i̇stanbul,İstanbul
derya0840,94.0,1.0,4.0,5.0,ankara,Ankara
Derya_Deniz54,113.0,24.0,23.0,2.0,i̇stanbul,İstanbul
oykud,118.0,2.0,0.0,1.0,kayseri̇,Kayseri
rbknblt,92.0,2.0,2.0,2.0,kahramanmaraş,Kahramanmaraş
aysegokce24,98.0,25.0,14.0,8.0,konya,Konya
OzkanKubra_Bodur,120.0,3.0,0.0,1.0,karabük,Karabük
Gulumser_AydogmusDurmaz,126.0,1.0,1.0,0.0,ankara,Ankara
Dilek_Issiz,108.0,2.0,1.0,2.0,bursa,Bursa
merrve002,65.0,5.0,13.0,18.0,adiyaman,Adıyaman
elifomac,114.0,5.0,170.0,5.0,bursa,Bursa
conny,108.0,4.0,1.0,3.0,erzi̇ncan,Erzincan
Yasemin_KibarAdan,129.0,2.0,2.0,9.0,i̇stanbul,İstanbul
mervegkhnn,90.0,4.0,7.0,9.0,i̇zmi̇r,İzmir
Tugba_TuncaySimsek,117.0,2.0,6.0,3.0,ankara,Ankara
norumuz,113.0,3.0,14.0,1.0,elaziğ,Elazığ
Halimenur_Daldan,107.0,2.0,1.0,1.0,i̇zmi̇r,İzmir
fatos_3388,26.0,1.0,0.0,0.0,gazi̇antep,Gaziantep
sevimnedimselen,92.0,1.0,8.0,10.0,kahramanmaraş,Kahramanmaraş
asyaapanay,61.0,1.0,29.0,63.0,i̇stanbul,İstanbul
Birgul_KatranciErem,117.0,2.0,0.0,0.0,i̇stanbul,İstanbul
elcol42,119.0,5.0,5.0,5.0,konya,Konya
gozdedogdas,116.0,5.0,6.0,5.0,kirklareli̇,Kırklareli
hatice1679,63.0,2.0,1.0,7.0,aksaray,Aksaray
sonaystagram,60.0,3.0,6.0,1.0,i̇stanbul,İstanbul
yusufbartu,120.0,22.0,54.0,8.0,nevşehi̇r,Nevşehir
Kubra_Eylul,64.0,5.0,5.0,3.0,i̇stanbul,İstanbul
baharmehmett,64.0,8.0,21.0,18.0,yozgat,Yozgat
Merve_Varol3,118.0,3.0,4.0,6.0,i̇stanbul,İstanbul
zeynephazal,115.0,8.0,5.0,13.0,kayseri̇,Kayseri
besteacikkol,30.0,1.0,5.0,17.0,isparta,Isparta
cokyimeyin,131.0,2.0,1.0,0.0,samsun,Samsun
aysekes,107.0,23.0,10.0,19.0,ankara,Ankara
zehrapamuk5118,48.0,14.0,19.0,26.0,bursa,Bursa
esrabaskaya,91.0,2.0,1.0,17.0,malatya,Malatya
Sibel_Halim,129.0,1.0,1.0,5.0,kocaeli̇,Kocaeli
merveceeee,119.0,3.0,9.0,18.0,i̇stanbul,İstanbul
ZehraMehmet_Sever,122.0,2.0,3.0,4.0,ankara,Ankara
Gizem_Asal,118.0,2.0,4.0,1.0,mersi̇n,Mersin
Ramazan_Ozdemrr,50.0,1.0,1.0,1.0,konya,Konya
hiracelik9737,103.0,13.0,114.0,111.0,ankara,Ankara
ceyoo17,106.0,2.0,1.0,1.0,bi̇leci̇k,Bilecik
kivooo,126.0,47.0,411.0,29.0,amasya,Amasya
gulcan-20,103.0,4.0,1.0,6.0,van,Van
IbrahimZehra_Korkmaz,126.0,1.0,0.0,1.0,gazi̇antep,Gaziantep
gokcem92,101.0,20.0,12.0,22.0,bursa,Bursa
biscottiserap,78.0,2.0,10.0,6.0,i̇stanbul,İstanbul
banugur4589,120.0,13.0,14.0,4.0,adana,Adana
turan5seher,115.0,4.0,42.0,83.0,ankara,Ankara
Esra_Akbulut6,119.0,1.0,5.0,5.0,elaziğ,Elazığ
Muslum_Boy,113.0,1.0,3.0,5.0,gazi̇antep,Gaziantep
Derya_Karakas4,112.0,7.0,0.0,0.0,i̇stanbul,İstanbul
Esra_Tavsan,118.0,4.0,1.0,11.0,kayseri̇,Kayseri
betulzehra-kubra,113.0,11.0,17.0,57.0,çorum,Çorum
julynr,95.0,1.0,0.0,1.0,bursa,Bursa
Gizem_Uzumcu2,103.0,1.0,0.0,2.0,kastamonu,Kastamonu
ozdemir58,115.0,13.0,48.0,64.0,i̇stanbul,İstanbul
Basak_Cetin2,114.0,3.0,2.0,3.0,gazi̇antep,Gaziantep
pisicix10,125.0,7.0,6.0,0.0,balikesi̇r,Balıkesir
havvanurtatli,122.0,4.0,4.0,1.0,konya,Konya
meryemnurrrr,113.0,2.0,4.0,1.0,i̇stanbul,İstanbul
zuhalis,110.0,6.0,347.0,15.0,i̇zmi̇r,İzmir
raziyecelikkaya_1907,42.0,1.0,1.0,1.0,i̇zmi̇r,İzmir
Melekkçınarr,112.0,13.0,8.0,28.0,şirnak,Şırnak
menek88,78.0,2.0,3.0,1.0,kocaeli̇,Kocaeli
OktaySinem_Derman,71.0,3.0,19.0,30.0,balikesi̇r,Balıkesir
Sehri_IsikUngor,120.0,7.0,16.0,3.0,ankara,Ankara
dennisskaan,115.0,44.0,100.0,24.0,kastamonu,Kastamonu
hiraayda,115.0,16.0,4.0,13.0,i̇stanbul,İstanbul
hasaninaskisi,111.0,28.0,41.0,21.0,gazi̇antep,Gaziantep
nytuser_pelinsu_8369,49.0,5.0,14.0,8.0,deni̇zli̇,Denizli
Yasemin_Tan24,114.0,80.0,108.0,24.0,isparta,Isparta
elifalbasss,46.0,1.0,1.0,0.0,bursa,Bursa
cansucelal,81.0,2.0,3.0,4.0,ankara,Ankara
Osman_Onder2,90.0,1.0,2.0,3.0,batman,Batman
tugbasevinc123,93.0,14.0,6.0,6.0,i̇stanbul,İstanbul
sametininhatunu,87.0,2.0,6.0,18.0,kayseri̇,Kayseri
eslinselin,110.0,1.0,3.0,5.0,i̇stanbul,İstanbul
hamarateller42,56.0,1.0,3.0,2.0,konya,Konya
suleozkaya4902,103.0,4.0,2.0,0.0,i̇stanbul,İstanbul
goog_2c2e2810627f,40.0,1.0,19.0,15.0,di̇yarbakir,Diyarbakır
ayssrc54,60.0,2.0,2.0,3.0,sakarya,Sakarya
Nursah_OnCu,136.0,12.0,41.0,12.0,teki̇rdağ,Tekirdağ
Aysunn,138.0,10.0,59.0,0.0,i̇stanbul,İstanbul
Fatma_Danaci2,86.0,8.0,9.0,22.0,burdur,Burdur
eliftuzel,91.0,3.0,5.0,5.0,mersi̇n,Mersin
mltmmzd,116.0,7.0,10.0,5.0,samsun,Samsun
abartmaa_tozu,49.0,10.0,5.0,0.0,kocaeli̇,Kocaeli
Didem_Ozer3,96.0,1.0,1.0,2.0,kars,Kars
zgunboz21gmail-com,111.0,1.0,8.0,22.0,di̇yarbakir,Diyarbakır
Elif_Karakus12,114.0,6.0,4.0,0.0,i̇zmi̇r,İzmir
cerennurkeles123,57.0,3.0,4.0,11.0,samsun,Samsun
azimealtay,69.0,2.0,2.0,4.0,bursa,Bursa
Derya_Yeser,117.0,16.0,28.0,11.0,konya,Konya
reyhansahink,109.0,4.0,0.0,0.0,yalova,Yalova
neslicesim,111.0,7.0,7.0,7.0,i̇stanbul,İstanbul
Tanrikolu,38.0,1.0,2.0,3.0,şirnak,Şırnak
cernnsahin,53.0,3.0,2.0,3.0,trabzon,Trabzon
deryaciftci88,90.0,18.0,13.0,1.0,adana,Adana
Ebrar_Barlas,115.0,5.0,3.0,13.0,konya,Konya
gizemtuna,97.0,1.0,0.0,3.0,mani̇sa,Manisa
Sermet_Ergun,91.0,2.0,12.0,5.0,i̇stanbul,İstanbul
zeynebks,116.0,73.0,121.0,44.0,ankara,Ankara
Tugce_Kurt3,125.0,13.0,14.0,5.0,trabzon,Trabzon
alara-yusuf,92.0,13.0,17.0,9.0,van,Van
fatmapiral,96.0,6.0,15.0,10.0,bi̇tli̇s,Bitlis
Burcu_Baybas,131.0,26.0,60.0,58.0,i̇zmi̇r,İzmir
Ayse_Kornes,84.0,5.0,13.0,24.0,aydin,Aydın
azrakuscu,94.0,3.0,2.0,2.0,sakarya,Sakarya
Esin_Isik3,80.0,1.0,1.0,0.0,i̇stanbul,İstanbul
gizemlisunumlar1,53.0,1.0,1.0,1.0,mardi̇n,Mardin
Elif_Ciftci12,113.0,6.0,17.0,3.0,i̇zmi̇r,İzmir
EdaSultan_Kale,105.0,1.0,0.0,0.0,i̇stanbul,İstanbul
seymaaaaaaaaaa,85.0,8.0,16.0,10.0,si̇vas,Sivas
nanisss,70.0,22.0,31.0,26.0,i̇stanbul,İstanbul
Scaevolaa,137.0,30.0,24.0,26.0,i̇stanbul,İstanbul
elifff09,113.0,1.0,76.0,97.0,i̇stanbul,İstanbul
gizemnzml,113.0,1.0,1.0,2.0,i̇zmi̇r,İzmir
pembezelye,120.0,28.0,73.0,5.0,i̇stanbul,İstanbul
Naciye_Sutcu,114.0,13.0,25.0,76.0,konya,Konya
yenerab,108.0,11.0,16.0,0.0,kocaeli̇,Kocaeli
Gulten_TekinAcar,88.0,1.0,1.0,4.0,i̇stanbul,İstanbul
melikerem0505,118.0,8.0,5.0,4.0,kocaeli̇,Kocaeli
Ahsen_Sahlan,105.0,28.0,316.0,12.0,kars,Kars
mlkscgl,68.0,1.0,44.0,52.0,adana,Adana
hhhooohhh,124.0,3.0,1.0,0.0,muğla,Muğla
nurunmutfagi34,57.0,1.0,0.0,0.0,i̇stanbul,İstanbul
Sultan_Akil,99.0,6.0,1.0,1.0,kahramanmaraş,Kahramanmaraş
zeynep2738,99.0,47.0,849.0,26.0,gazi̇antep,Gaziantep
Derya_Erkaya,133.0,9.0,18.0,9.0,deni̇zli̇,Denizli
kasimpati16,102.0,11.0,11.0,35.0,bursa,Bursa
Hatice_Yumak,98.0,9.0,140.0,321.0,i̇zmi̇r,İzmir
nurozle33,114.0,4.0,13.0,28.0,mersi̇n,Mersin
elimin-lezzeti-ecem,95.0,6.0,5.0,13.0,kocaeli̇,Kocaeli
ef1706,114.0,1.0,0.0,0.0,kocaeli̇,Kocaeli
Kubra_Ofluoglu,126.0,3.0,0.0,1.0,trabzon,Trabzon
Yildiz_Kesgin,64.0,4.0,16.0,13.0,i̇stanbul,İstanbul
efsane-mutfak-06,74.0,7.0,4.0,0.0,ankara,Ankara
Erhan_Cakar,102.0,45.0,34.0,5.0,van,Van
minekaya71,64.0,7.0,22.0,36.0,kirikkale,Kırıkkale
Adnan_Yildirim6,95.0,4.0,6.0,7.0,si̇vas,Sivas
Adem_Ceken,120.0,2.0,3.0,2.0,i̇stanbul,İstanbul
SerifeSoylemez_Tetik,104.0,46.0,65.0,15.0,ankara,Ankara
simgeunal,84.0,1.0,0.0,0.0,i̇stanbul,İstanbul
Fadime60,131.0,8.0,9.0,17.0,kayseri̇,Kayseri
crhbusra,61.0,4.0,1.0,2.0,i̇stanbul,İstanbul
zehrjshs,76.0,1.0,2.0,6.0,si̇vas,Sivas
gokce-narman-9645,49.0,1.0,1.0,4.0,malatya,Malatya
pudrasekerim,75.0,10.0,5.0,4.0,bursa,Bursa
FitKizElenaUz,118.0,125.0,2078.0,10.0,i̇stanbul,İstanbul
tulin2121,66.0,2.0,1.0,4.0,di̇yarbakir,Diyarbakır
merveema,123.0,1.0,4.0,6.0,deni̇zli̇,Denizli
eminearslan4717,52.0,12.0,20.0,15.0,trabzon,Trabzon
Irem_Pordogan,95.0,10.0,169.0,274.0,i̇stanbul,İstanbul
beyzabaysan,52.0,2.0,3.0,0.0,i̇stanbul,İstanbul
dery4434,84.0,1.0,4.0,1.0,i̇stanbul,İstanbul
Merve_Incik,113.0,13.0,26.0,21.0,mersi̇n,Mersin
esmaozlemanar,95.0,4.0,5.0,0.0,i̇stanbul,İstanbul
hyagan10gmail,109.0,3.0,2.0,3.0,i̇stanbul,İstanbul
Ganime_GuvenTekin,91.0,1.0,7.0,4.0,konya,Konya
enisenz,89.0,6.0,3.0,3.0,konya,Konya
kgzr18,78.0,1.0,16.0,81.0,gazi̇antep,Gaziantep
Senyurt_Senyurt,78.0,2.0,0.0,1.0,konya,Konya
fyuksek,84.0,2.0,12.0,25.0,adana,Adana
gulsahhayd,61.0,2.0,22.0,4.0,deni̇zli̇,Denizli
gamze-zeynepp,122.0,26.0,45.0,11.0,malatya,Malatya
talsel,91.0,3.0,5.0,11.0,ankara,Ankara
gonulelma,73.0,10.0,40.0,33.0,teki̇rdağ,Tekirdağ
Feyza_Yldzgl,111.0,1.0,7.0,5.0,i̇stanbul,İstanbul
jrmihammed123,94.0,6.0,12.0,25.0,i̇stanbul,İstanbul
