profil_adi,kayit_ay,tarif_sayisi,takipci,takip,sehir
dilaradeveci,80,13.0,10,3,ankara
villenoire,138,8.0,26,17,
gamze661,80,10.0,15,27,ankara
esrakaansonmez,84,1.0,0,5,
AsciCiragi,119,9.0,4,1,ankara
merve2837,94,10.0,11,18,i̇stanbul
Beyza_Ozturk14,114,2.0,0,0,
sule-sirazi,92,42.0,52,2,antalya
sudeapy,80,12.0,14,0,
Arif_Akcakara,89,55.0,363,540,elaziğ
tugbamikailyigit,80,40.0,938,1099,malatya
aylininmutfagii,84,13.0,41,57,
ebrukayaebrukaya,110,66.0,66,58,kars
firat02firat,93,9.0,37,61,adiyaman
melekakkaya25,84,6.0,3,8,muğla
Yeliz_Atak,142,25.0,47,2,adana
BahadirBahar_Tunar,91,77.0,116,0,
nagcakoyunlu,81,34.0,63,81,kahramanmaraş
muhammed72,84,14.0,8,4,batman
elizantarhan,122,28.0,28,20,
hsmjd,107,21.0,19,5,
sonum123421,88,2.0,12,35,adana
eddanurerdin,81,3.0,1,0,
Merve_MikdanYildiz,112,35.0,138,12,i̇stanbul
CetinMerve_Hisir,83,5.0,6,7,i̇zmi̇r
Emine_Memis6,106,9.0,17,4,
fbhkh,83,6.0,20,2,yurtdişi
sinsirellaaa,82,1.0,53,118,
aysenurklync,82,8.0,84,847,i̇stanbul
nur1782,95,3.0,6,10,bursa
hatunyuksel12,83,3.0,459,0,şanliurfa
fatmabattall,84,15.0,7,4,kocaeli̇
nuris92,132,47.0,28,8,
aybeninelinden,83,8.0,4,1,i̇stanbul
n1z2k3t4,83,15.0,18,20,
aslimsen,94,42.0,36,0,bursa
Gulsum_OzturkErdem,130,41.0,62,31,i̇zmi̇r
mutlulukkk,121,149.0,242,0,adiyaman
islimunc63,83,22.0,28,29,
Serife_Bal,111,2.0,0,3,i̇stanbul
Gulizar_Sekmen2,84,12.0,5,4,
dilaraozyaniz,100,33.0,8,3,
sudem2004mutfak,90,9.0,49,34,malatya
Meltem_Ozkan9,90,36.0,32,17,mersi̇n
linaciftci,0,1.0,3,3,
elifnazcelik_2772,1,4.0,8,24,sakarya
alptug_1766,1,1.0,2,1,
turk_asu,37,2.0,1,7,ankara
durdanebaklava,1,1.0,6,2,
sultansonmezaltiny,6,4.0,2,0,
dilansahin_1019,6,4.0,4,2,i̇stanbul
narinakcakaya,5,6.0,7,4,kocaeli
Kyujin_8888,2,3.0,70,77,i̇stanbul
mineaydinagtas,4,1.0,2,5,i̇stanbul
nytuser_sedanurceran_3336,16,1.0,3,2,i̇stanbul
ipekbultan,3,1.0,2,1,
Aysenur_Durmus,118,7.0,12,21,i̇stanbul
kbrabykr,55,10.0,33,27,i̇zmir
burcukaracop,3,1.0,2,0,
nytuser_gulerozkara_5718,10,3.0,4,3,kocaeli̇
squadulu,5,1.0,1,0,
Zuhal_KarAkyel,123,1.0,3,3,mani̇sa
nytuser_sultan_4282,12,4.0,12,11,
tgb53,92,3.0,1,1,kocaeli̇
Gulay_Karakaplan2,51,1.0,4,7,
busracelikckc,74,3.0,2,3,
Elif_kaya2121,12,1.0,2,0,
nytuser_hayalgucumutfag_1869,10,1.0,2,2,
tubaakman_8235,34,1.0,1,3,balikesi̇r
nytuser_yagiz_0853,9,1.0,3,1,
betulyildiz54,120,1.0,2,6,
nytuser_yusufemiralgul_7511,10,2.0,1,0,sakarya
miyaninmutfagi,111,176.0,255,15,gaziantep
nytuser_sena_8996,13,1.0,1,2,
nytuser_gizemtarhanaci_9070,28,1.0,1,3,
eliminlezzeti1,77,15.0,9,1,
Melek_Palta,110,21.0,12,2,
nytuser_fatmaervaaltipa_9769,11,2.0,6,8,
nytuser_zeynepyildirim_3959,11,1.0,3,3,teki̇rdağ
Yusra_AlShamam,125,32.0,34,4,
BayramSeda,10,1.0,1,0,
nytuser__2712,14,1.0,7,0,i̇stanbul
nytuser_berilsen_7082,16,12.0,7,8,
kckrpz,120,38.0,41,11,konya
Nisa_Bas,116,35.0,69,4,ri̇ze
Kurt20,125,6.0,3,9,yurtdişi
nytuser_selinaysu_2771,11,1.0,2,1,
nytuser_nevabayraktar_9820,27,2.0,1,0,
emire-kaya-4239,45,1.0,1,0,
Rojdacan36,11,1.0,1,0,
elifilhan_8032,29,4.0,6,1,
Nuran_Sevinc,90,5.0,1,1,
GulayAtik,119,4.0,2,1,antalya
_aysimagul_3319,20,6.0,8,2,
ozkock,61,8.0,53,92,
tariflerinlezzeti,12,1.0,1,1,
nytuser_busrakilic_0621,14,10.0,24,8,ankara
sibelaydin_5057,30,30.0,40,56,i̇stanbul
nytuser_elifnar_2426,16,24.0,554,17,i̇stanbul
ahmedim123,114,3.0,0,2,i̇stanbul
Ipek_Oz3,111,11.0,2,1,
buseyavuz_2168,31,3.0,4,1,i̇stanbul
Melis_Seckin9,45,1.0,0,0,
Zehra_Timur2,74,64.0,78,34,bursa
MerkurKralicesi,26,8.0,5,2,i̇stanbul
nytuser_azramiray_2613,16,1.0,14,7,
nytuser_esmaonar_5878,21,1.0,0,0,
nytuser_zehranur_1417,16,3.0,3,1,balikesi̇r
nytuser_gunaydikbiyik_8678,51,3.0,4,1,
Hulya_yel70,126,7.0,2,2,i̇stanbul
nytuser_banualtun_5150,20,6.0,5,6,i̇stanbul
goog_6082942079f1,36,4.0,6,3,i̇zmi̇r
kubraozkok,102,3.0,3,8,
_busrakaratas_6775,21,1.0,2,1,kahramanmaraş
ceylanates_00,40,3.0,10,15,elaziğ
natali84,43,6.0,9,7,i̇stanbul
Gul_Tas3,103,10.0,40,45,i̇stanbul
Ebru_GndgClk,56,1.0,0,4,
nytuser_ecrenoztop_2266,21,2.0,1,0,
nytuser_esma3347_7011,21,5.0,0,2,mersi̇n
nytuser_salih_9368,21,2.0,1,1,
ArifEbru_Avci,105,2.0,13,17,ankara
Gul_Caltekin,101,2.0,3,1,ankara
rabiatopcuu,22,1.0,1,1,edi̇rne
ebrarinmutfagi_9880,30,8.0,4,0,
naz_7558,22,2.0,1,0,
kubikoo,68,1.0,5,2,i̇zmi̇r
MelekOnder_Yilmaz,102,4.0,9,2,teki̇rdağ
Aybuke_Cengiz2,61,6.0,3,0,
nytuser_bengisuaslantas_6375,23,5.0,6,1,
betulozzdemirrr,53,28.0,60,3,bursa
_eylemisik_,26,14.0,124,219,
cook11,55,3.0,11,11,i̇stanbul
merveozdemir2983,100,3.0,8,10,
Ayhanyagmurasaf,24,13.0,11,7,teki̇rdağ
ozyinthekitchen,25,2.0,0,0,
nytuser_yaseminsari_7190,27,3.0,4,4,çorum
nytuser_fatmaelabolat_3069,25,1.0,3,2,
fatma-80,111,5.0,9,6,
erdem-alara-tunc-6571,50,5.0,3,7,
Esra_Tosunoglu,132,3.0,1,0,edi̇rne
Rumeysa_Kara14,77,13.0,29,64,i̇zmi̇r
bilgesenakds,23,1.0,6,0,
eceyemekye,23,2.0,0,1,
meryemayla_cook,29,11.0,8,7,di̇yarbakir
hgzl21,77,10.0,15,7,di̇yarbakir
nytuser_sarabidav_3225,28,10.0,6,18,yurtdişi
nytuser_cat____dog_0118,27,2.0,4,10,
ahmetadam_0095,29,1.0,1,2,
elifahsen_16,24,4.0,12,13,i̇zmi̇r
hazalgencturk_8501,31,7.0,12,18,i̇stanbul
nytschef,28,3.0,1,0,
Buket_Demirel8,41,2.0,2,2,aydin
Hatice_Tutak,114,1.0,2,3,
sehersen_4008,32,6.0,15,17,
unzile-sezen,52,1.0,1,1,
bdcgtsvydv,64,4.0,34,0,yurtdişi
merveturkkal,79,32.0,31,8,balikesi̇r
sdmk,84,14.0,127,139,
zeynepgencer12,54,15.0,21,1,burdur
Aslhanolgun,48,11.0,5,0,kayseri̇
fehvahatun,77,83.0,71,15,hatay
Fener_Guc,62,1.0,0,0,
goog_25646a0514c6,30,1.0,0,0,
melikeyildiz8,30,1.0,0,0,
karanfil-dede,125,58.0,57,10,i̇zmi̇r
Seda_Ilamle,101,4.0,2,4,
taliyahsamh,108,5.0,22,14,i̇stanbul
iremshinn,70,9.0,1,0,ankara
gokyuzu_cafe,32,2.0,18,53,
eci,49,1.0,1,1,
Gulsum_GunesAl,123,15.0,9,9,tokat
Rabiakarabacak,33,1.0,3,0,
Melda_Yilmaz3,101,5.0,6,6,
Nilsa25,43,7.0,9,18,
zeynepsofi,40,4.0,2,1,
Asiya_Gumerova2,35,4.0,3,1,
goog_4186afb010cd,39,1.0,0,0,
deryabuseozan,42,1.0,2,5,i̇zmi̇r
goog_0e3a6c478947,33,2.0,4,1,
halekaplan,97,3.0,1,1,
gulnurdogan_8878,33,1.0,0,2,
blackofpink,33,2.0,4,0,ankara
sena2212,96,5.0,7,5,
ozgedndr,119,8.0,10,12,i̇stanbul
aysee_azadd,34,11.0,6,2,şanliurfa
Kagan_Derya,52,1.0,0,0,
Mehtap_TandoganSatilmis,55,1.0,0,0,
tzeinour,89,1.0,0,11,
goog_1b202720a59a,40,5.0,29,2,
satisfyingdelicious,34,18.0,42,0,
Merve_Kaska,110,3.0,3,1,adiyaman
Esra_Sertel,116,1.0,1,1,
SevdeHazal_Ak,34,6.0,1,0,yalova
fatmakacan,74,11.0,3,1,
Ayse_Bagir,78,10.0,3,3,
goog_8a476a3526d4,34,18.0,55,104,şanliurfa
ayse1335,102,47.0,69,65,i̇zmi̇r
busraninmutfgi,53,8.0,19,0,hatay
Aysenur_Disli,67,8.0,5,9,kocaeli̇
1caglablogg_0224,34,5.0,71,100,
hafizeesra,122,6.0,10,28,
mbtmutfak,34,22.0,53,15,hakkari̇
neyesekofficial,35,13.0,11,5,i̇stanbul
nesli50,129,20.0,78,2,
goog_79b658c96536,34,1.0,1,0,gazi̇antep
leylayyf,35,6.0,7,1,muğla
elifevci,110,1.0,0,0,bursa
sevim-sahin-bayrak,102,4.0,6,6,ankara
incideniz2,35,2.0,0,0,kocaeli̇
nihaluykan_1099,35,7.0,12,8,i̇stanbul
goog_5b318c6b284e,35,12.0,16,2,i̇stanbul
busraatekin,56,2.0,0,0,teki̇rdağ
dilaannkaplaann,65,23.0,62,121,i̇stanbul
goog_7da2e92d82a6,36,1.0,9,3,
sebnem-fidan-41,46,16.0,33,22,
ireminthekitchen,35,8.0,11,1,
goog_d5c0d57b0c2a,40,2.0,2,7,
goog_2b51b59c38d9,40,7.0,8,9,şanliurfa
Mltmn,116,15.0,9,3,i̇stanbul
hayati-camurdan-3749,52,2.0,2,1,
goog_63245608a1ad,36,2.0,2,3,mersi̇n
smyyali55,59,10.0,4,2,muğla
goog_0ee69e1598a3,36,3.0,1,1,malatya
seherygml,75,15.0,130,347,aydın
kdry00,113,1.0,2,0,
eliff_eylull,44,25.0,21,9,elaziğ
Esra_Kardaslar,101,8.0,9,7,adana
Tugba_Karaca33,45,13.0,16,1,çankiri
aycwashere,36,4.0,6,0,
melektimur,120,8.0,22,23,zonguldak
Bastopcuirem,37,2.0,3,8,balikesi̇r
yaseminkmym,90,1.0,23,33,afyon
AyseMehmet_Pasin,41,1.0,0,3,
vanilyalitarifler,39,24.0,179,6,batman
Burcu_Vlog,37,2.0,7,32,aydin
Yarenymn,40,3.0,18,12,samsun
elakarabayir39,39,1.0,3,5,
halimesoyturk.92,44,1.0,0,0,konya
BariatrikMutfak,37,8.0,5,1,
dzehra,89,14.0,19,1,teki̇rdağ
elifikoo,37,4.0,20,26,
Zeynep_Yasar3,126,8.0,22,38,
Funda_Sultan,120,8.0,5,2,
Abdurrahman_Altun3,49,16.0,25,11,mardi̇n
betulgoyuk_3555,39,7.0,3,9,i̇zmi̇r
segor,84,4.0,12,2,i̇zmi̇r
goog_2a32ff4429c9,37,5.0,5,1,antalya
goog_77af7614be3d,38,6.0,15,18,isparta
goog_71dff84f0f4b,39,1.0,2,7,
zeynepmutfakta_0154,38,1.0,1,0,
zehradedeler,119,5.0,8,2,kocaeli̇
goog_18d9e444498a,49,2.0,1,1,düzce
mrv8832,113,11.0,9,13,isparta
ggulfem,60,3.0,12,22,eski̇şehi̇r
Ozdog,125,17.0,25,2,
Fadim_Demirbas,77,14.0,27,25,
goog_f4302640fd49,44,1.0,0,1,yozgat
nehirrssude,40,3.0,3,1,
sirinbbyigit1563,101,93.0,112,48,kayseri̇
merhomee,50,37.0,168,10,yurtdişi
peruzehra,88,86.0,440,81,ankara
ozgecansu,95,3.0,1,3,
Emir_Turan5,42,1.0,1,0,
fatosssma,122,67.0,31,1,
ozgul-karayel,45,15.0,21,6,yurtdişi
nazenin-ekmis-4820,45,1.0,3,2,
busra-cebeci-6792,46,11.0,13,2,edi̇rne
meryemergun42,123,6.0,0,0,konya
betullyilmazz,91,27.0,54,10,antalya
tubaa10,80,12.0,16,5,i̇stanbul
nazli-karadag-9524,45,7.0,5,2,i̇stanbul
Ezgiss,131,105.0,339,13,i̇zmi̇r
sevinc-sevinc,87,1.0,1,1,
goog_572cdb6d2d72,45,1.0,0,0,
melike-8087,46,1.0,1,0,
Reyhan_TutalCakir,140,2.0,1,7,i̇stanbul
arasrabia123,60,1.0,1,2,
cerenkurucu3866,49,2.0,2,2,yozgat
ElaKaan_Agrali,121,20.0,60,8,elaziğ
Mervenur_Karaca3,84,8.0,10,4,aydin
bircanbegit-9566,46,3.0,12,63,çorum
su-tugce-celik-2709,51,2.0,1,0,i̇stanbul
emn123,103,4.0,1,6,balikesi̇r
Nurcan_Mavi,110,3.0,0,2,
Gamzenin-mutfagi69,46,10.0,6,1,i̇stanbul
azgantatlici3456,54,5.0,5,1,
Pakize_Subasi,47,18.0,60,5,mani̇sa
TC_Ctinr,131,1.0,0,12,
mry.ayk,51,3.0,1,0,ankara
goog_017d362add54,48,24.0,85,53,kayseri̇
demet41,96,296.0,959,11,
Fnb_Kucuk,105,6.0,9,3,
serifepolat5082,98,28.0,83,21,i̇stanbul
ozgeekrcy,61,5.0,2,2,
Ecto,49,1.0,0,0,
zeynep-ayca-yasar-0594,48,3.0,10,5,
Oyku_Coskun3,61,5.0,3,2,
sena-ecrin-ak,49,6.0,1,4,
Ferah_Kaya,56,2.0,5,25,çanakkale
aleyna-ongen-3702,53,1.0,0,0,ankara
Asya_Ulug,51,19.0,187,3,
goog_68f9bc8feb18,49,33.0,50,8,kocaeli̇
nagehanbolat,60,2.0,11,0,
Sirin_Kocaman,65,10.0,24,45,i̇zmi̇r
doga-4891,48,3.0,24,18,kayseri̇
Ipten_Hobiler,76,5.0,9,8,kocaeli̇
Ozlem_Babayavrusu,136,36.0,142,2,i̇stanbul
l-dogan-3280,50,24.0,338,0,ankara
gerenimo-11,119,4.0,1,2,
siladogan1,56,15.0,18,28,elaziğ
canslhusyn,76,3.0,1,6,
goog_fb804b9c0c49,50,7.0,3,3,i̇zmi̇r
dicle-yavuz-3918,47,2.0,4,4,gazi̇antep
ebrugok,121,3.0,51,7,ankara
aysunsancar6087,55,3.0,5,0,
yasemininpastalari,84,86.0,677,106,yurtdişi
ozlemhugul,0,4.0,5,3,
eylmblut,1,7.0,57,1,i̇stanbul
zuhalakyel3071,66,10.0,6,5,mani̇sa
kralicemsudiss,0,1.0,15,75,ankara
selintepeiscan,17,4.0,2,2,tekirdağ
FatmaNurakkay,28,11.0,8,8,
fe.nur,45,9.0,31,6,hatay
feyza6155,2,3.0,1,1,trabzon
meryemervaturgut,0,4.0,7,24,
nefiserap,67,11.0,23,6,antalya
serap0133,45,9.0,6,6,i̇stanbul
yildizlimutfak,6,25.0,34,23,balıkesir
emineb07,7,2.0,3,2,
lamiaeylul6716,84,19.0,11,19,hatay
Zerin_Onur65,105,8.0,18,1,deni̇zli̇
nytuser_ipekbakir_1279,26,16.0,26,0,
nytuser_furkansedat_5722,21,1.0,4,10,şanliurfa
suzangk,126,30.0,390,15,deni̇zli̇
handanball,7,5.0,11,0,
ozlemcinaraltun,42,5.0,8,2,
NesliHan_KaleliSahin,127,5.0,4,1,i̇stanbul
SumeyraArsavTunc,25,2.0,6,3,
ecrinkayak,85,45.0,599,1368,i̇stanbul
ieatkitt3n,16,1.0,2,2,ankara
havvaucarr,6,11.0,2,0,si̇vas
nytuser_ezgiaykan_7314,10,1.0,1,0,
flzbss,3,9.0,7,0,yurt dışı (fransa)
evincetatlar,5,4.0,6,2,
demirkubra98gmail-com,113,42.0,42,14,kocaeli̇
ngrkns,102,3.0,2,8,i̇stanbul
Melike_Altay3,66,2.0,1,0,gaziantep
busenurdoga,3,1.0,1,0,eskişehir
DilaNur_Sezgin,51,2.0,2,1,samsun
yemekyervekiloalmaz,39,1.0,3,1,
goog_68c077285c67,31,7.0,5,7,osmani̇ye
zehraab_,10,1.0,1,0,
yldrmm97,94,3.0,10,54,si̇vas
Zeynepiik,4,2.0,1,1,i̇stanbul
glnzonsel,119,8.0,5,27,i̇stanbul
eyifgkc,5,4.0,2,8,
fundaa90,113,4.0,4,10,kayseri̇
uykudelisi,127,1.0,1,0,i̇stanbul
kbrkrmz98,17,3.0,2,1,gazi̇antep
eylul183,88,19.0,127,2,elazığ
BurakKavisandme,5,1.0,1,0,
basakilcay,25,2.0,2,7,
nytuser_mustafadogru_9804,21,3.0,3,3,bursa
nytuser_hafsahattab_5055,20,1.0,1,2,
nytuser_aydinozaslan_1593,27,3.0,1,0,
nytuser_ozlembolat_4731,9,1.0,1,2,
esmendefne,21,23.0,55,4,i̇stanbul
Agulk,10,3.0,3,4,karaman
Hatiyce_Trmn,41,1.0,3,1,kocaeli̇
snopdragon,91,26.0,55,0,bursa
tugcnplt2306,21,1.0,2,0,
nytuser_musadastan_0296,19,2.0,1,0,kayseri̇
eviminerkekleri,111,14.0,7,2,si̇vas
hilal41,131,34.0,32,5,gazi̇antep
nytuser_arzubaysal_3235,8,4.0,3,0,aksaray
arzum5454,26,1.0,1,5,
goog_a5340958b865,40,1.0,1,0,i̇stanbul
nytuser_elifnuraydogan_2592,28,3.0,2,1,balikesi̇r
Dilara_bzkrt,10,1.0,1,1,
Elifcede,31,3.0,7,4,samsun
mejustcan,37,1.0,45,21,
mayabutikpasta,124,93.0,652,14,samsun
KiymetSahin2017,50,13.0,9,1,
nytuser_nurdancivelek_3307,10,1.0,2,0,
Songul_Gozen,119,1.0,3,3,
anlasmerve,61,8.0,25,0,deni̇zli̇
fatma_29,61,71.0,972,10,şirnak
goog_1c46fc4da751,35,5.0,11,1,yurtdişi (fransa)
nytuser_medineozguven_6908,17,1.0,2,2,gazi̇antep
betussbal,12,4.0,7,7,eski̇şehi̇r
nytuser_gulkurt_3109,17,1.0,1,0,yozgat
nisspiem16,19,2.0,5,3,i̇stanbul
cerensusur,29,3.0,4,0,
Duygu2257,49,1.0,0,1,
busraebrem6629,99,16.0,29,33,
ezgidmr5,84,7.0,2,11,
nytuser_nuraysimsekgorg_2438,26,1.0,1,1,
umutyasar13,109,10.0,11,9,
sadan4526,34,8.0,0,8,mani̇sa
seda-akkaya,119,12.0,12,8,ankara
Burcu_Ozbek6,74,2.0,0,0,bursa
neclaceylan_3447,14,1.0,1,1,
Nildurukubra,106,1.0,0,1,bursa
Sabihakrckmk,106,1.0,21,148,i̇stanbul
sultaany,66,19.0,10,0,
elsenau,116,47.0,54,25,i̇stanbul
Asli_Yilmaz74,72,2.0,0,0,
benyengecim,115,9.0,5,18,kayseri̇
kubra4658,95,6.0,4,1,kayseri̇
Hobi_Evim,123,11.0,10,18,ankara
besixim,77,3.0,0,0,i̇stanbul
sevser4011,15,2.0,1,0,kocaeli̇
hilalkarci_5871,30,7.0,11,29,sakarya
sibel_atasayar2416,16,2.0,0,0,
zayraa,87,14.0,78,7,kocaeli̇
ozgul_cay09,16,9.0,4,4,
emltm,78,2.0,1,0,kastamonu
nytuser_ayseakbolat_0619,16,1.0,0,0,
mervetayman_6453,37,5.0,3,1,mersi̇n
burca,131,35.0,64,29,
cansutryki,82,59.0,113,5,bayburt
husna_yilmaz1263,33,2.0,2,0,
nytuser_rabiabaydili_9057,49,18.0,30,16,
sevinc-uludag,102,83.0,140,0,tunceli̇
Miracceylan2323,20,1.0,4,10,adana
iremiss,147,12.0,11,6,ankara
Songul_Ozdogan3,82,3.0,7,6,çorum
nytuser_kubranazakkus_7513,18,2.0,2,1,kocaeli̇
nytuser_bilgebicerkurtg_6545,19,3.0,2,1,i̇zmi̇r
elif_kokcek_1,19,2.0,1,0,
Muruvvet_Tosun,117,4.0,1,0,uşak
bdrozge,131,66.0,84,73,
kbraadk,27,7.0,5,0,
nytuser_gizemozdemir_6897,19,5.0,3,4,
nytuser_ciselonat_3828,20,1.0,0,0,
paradisse,127,23.0,26,7,teki̇rdağ
nytuser_muhammetaysekan_9463,19,3.0,0,1,konya
zamaneannesi,26,4.0,6,0,
Gulsen_Kavasoglu,91,1.0,1,1,i̇stanbul
55_dila_55,23,4.0,5,0,samsun
Aysegul_Bilgen2,120,2.0,0,0,i̇zmi̇r
emregezgin2309,69,6.0,4,8,
Sevde_Mavi,113,20.0,51,10,i̇zmi̇r
nytuser_zeynepg_7157,20,7.0,16,19,yurtdişi
Aygul_Akduman,51,3.0,0,0,kocaeli̇
nytuser_haticesahin_3254,22,1.0,1,0,
ppamuk0,69,1.0,2,1,
Can_Suyum3,62,2.0,0,1,i̇stanbul
Oyisim,133,45.0,53,24,i̇zmi̇r
Seren_Atli,88,1.0,1,2,kayseri̇
defnesenyuz_1733,33,4.0,6,3,
nytuser_e_1654,22,3.0,1,1,
elifbskz,34,5.0,10,3,
SeherNur_Gok,62,2.0,3,3,
HikmetDGNY,51,13.0,7,7,nevşehi̇r
goog_b3e2ab4292bc,33,4.0,1,3,samsun
hasret_saglam61,0,39.0,41,0,
nslhnayydn,18,2.0,2,1,i̇zmir
Sewgili_Ben,49,1.0,2,2,yurt dışı (i̇ngiltere)
Cigdem_AydoganKaya,66,3.0,7,4,
elifikan_AYCA,22,2.0,2,1,
Serife_Duz,118,3.0,6,0,konya
Murvet_Aslan2,81,3.0,10,2,i̇stanbul
neso53300,2,1.0,4,5,
nytuser_sultantrc_2316,27,1.0,4,1,antalya
Yagmur_Dayfun,122,4.0,2,0,
nilbilgin,2,3.0,5,8,
elifceylinkucuk,2,1.0,0,2,
nurhayatgelgor,108,456.0,7608,48,i̇stanbul
elfefe86,87,25.0,32,28,konya
sevgiavci_5814,2,7.0,11,4,i̇stanbul
nytuser_tubakcr_3605,12,3.0,4,2,aksaray
Damla_Suner,92,2.0,8,10,edirne
havvabilginn0,1,2.0,11,1,sakarya
Tugba_Ozbek12,54,7.0,57,127,i̇zmi̇r
hayalkaraca,72,3.0,3,2,i̇zmir
nuraysogukpinar,7,12.0,18,4,ankara
esen-efeoglu,111,1.0,1,2,
Ozgun_OzsoySarac,130,102.0,171,13,i̇stanbul
nytuser_esraakar_8981,27,2.0,2,13,i̇stanbul
yesim_eren71,1,5.0,40,1,kırıkkale
mehmetsuzan,78,10.0,27,0,i̇zmi̇r
RabiaaAksoyy,49,2.0,5,2,çankırı
nytuser_aytoarabul_7844,17,2.0,9,7,i̇stanbul
asina,123,1.0,3,1,
eminettr05,48,5.0,5,3,kars
Cumhur_Melike,131,266.0,243,37,i̇stanbul
salihasuya,127,183.0,702,9,di̇yarbakir
keremozturk,125,62.0,227,323,
nytuser_senanur_6673,10,12.0,58,2,yurt dışı (a.b.d.)
kubravarol_5880,41,13.0,18,8,yurtdişi
Cicek21,131,10.0,20,29,
nytuser_kubraisik_4231,9,12.0,8,9,kocaeli̇
melisayildiz_10,3,1.0,1,1,
cerenmeltema,3,1.0,5,3,i̇stanbul
hamaratchefff,3,2.0,3,9,
nytuser_busraavsar_2725,51,7.0,8,1,i̇stanbul
Aylin_GungorKeles,105,5.0,7,5,
ilknurozdamar,3,16.0,13,6,
bculu,130,17.0,18,2,i̇stanbul
mervekantur,118,4.0,5,5,mersin
goog_eeedd0dc2e4e,40,3.0,6,3,
fatma_yavuz6995,3,1.0,1,0,
ogicaninbaligi,3,1.0,1,2,antalya
meryemakblut61,81,5.0,11,6,trabzon
adaatamal,3,3.0,5,1,
tarifler_sunumm,52,3.0,11,2,ankara
Ilknur_Arslan6,123,72.0,469,4,i̇stanbul
Cansu_Demir34,83,35.0,43,18,i̇stanbul
fatihmerve,121,1.0,1,1,i̇stanbul
SeymaNur_KahramanTanrikulu,54,32.0,37,0,yalova
Sadika_CetinCapa,148,23.0,17,35,muğla
muzeyyen.harcc,49,3.0,1,0,
serapbyr1987,6,5.0,31,564,aksaray
duygubozkurtt,28,13.0,23,0,ankara
nytuser_buketbayrak_5372,53,1.0,2,3,
Pinar_Ozdemir10,123,49.0,82,13,
nytuser_gulcanbilgin_8663,19,10.0,4,0,
sssumeyye78,53,1.0,1,0,i̇stanbul
nilgun_ozkan2669,14,7.0,3,0,ankara
nytuser__6061,10,1.0,1,2,
haticemree,87,26.0,29,18,burdur
han_kayaa,7,2.0,1,3,i̇stanbul
yemekleresradan,79,1.0,3,5,bursa
Azra_Akderi,123,1.0,6,9,i̇stanbul
ayderya,121,76.0,1087,25,
Busra_Ustasahin,102,6.0,2,2,teki̇rdağ
narenecrin,115,8.0,108,69,ankara
eeelifce,5,2.0,1,0,i̇stanbul
Zenzul,16,1.0,3,4,
adenemelisin,6,9.0,2,0,isparta
izemustunakin,5,1.0,2,1,
Meliha_Ozbal,121,50.0,40,3,
Ruveyda_Sahin6,71,1.0,3,6,
fesleyen,116,80.0,56,22,bursa
krtaysnr,62,25.0,16,1,gazi̇antep
Ozgehasanzehraaysenur_Boz,73,4.0,8,6,kars
nilsuaktts,11,1.0,3,1,
sevqi_5951,7,4.0,2,1,i̇stanbul
Oya_Avsar,89,1.0,4,6,
nytuser_yasintekin_1905,17,2.0,1,0,di̇yarbakir
_sevdakaratas_9788,7,5.0,1,13,mardi̇n
nytuser_ulviaorudjeva_5234,15,2.0,1,1,
esilabeyza,62,6.0,5,1,i̇zmi̇r
Duygu0606,127,13.0,17,10,ankara
nytuser_senem_1733,22,4.0,2,8,samsun
Selen_Unlu,72,2.0,2,0,deni̇zli̇
Sonmez_Aykiroglu,53,2.0,5,9,gazi̇antep
meli_1365,41,1.0,0,3,
yarenben,7,1.0,1,0,
ozlem33ates,65,1.0,1,0,
nytuser_jalekose_6364,7,2.0,1,1,
Sibel_Deger2,35,7.0,19,1,
semablt,90,21.0,76,47,
seymik123,86,12.0,27,13,eski̇şehi̇r
zeynepk4y4,64,2.0,4,7,di̇yarbakir
fatosglr07,68,1.0,2,2,antalya
mervenurkrsln,112,38.0,19,0,samsun
crndgny,62,6.0,8,10,
yaseminfeyza,127,6.0,6,4,bursa
mirrasever0180,54,1.0,1,0,osmani̇ye
nytuser_aysegul_4683,8,1.0,1,0,
goog_180783c0b414,38,3.0,2,7,
hamdiyeuman_0977,30,2.0,2,3,i̇stanbul
nytuser_meryemaydin_0465,10,3.0,1,0,kocaeli̇
lezzet_duragi_mutfagim,10,5.0,6,0,ankara
ezgik24,17,4.0,19,19,yurtdişi
Hatice_s01,14,4.0,10,5,
zeynep_tiker5232,14,1.0,1,0,
emine_colak8841,19,3.0,5,4,
_sevvalsari_,9,1.0,9,7,kütahya
nytuser_mrlisayazgan_7040,10,14.0,10,0,
mervealtin1907,86,19.0,22,59,i̇stanbul
ILKAYXERCAN,52,18.0,17,2,
Serap_Dagci,115,69.0,114,15,
rabiacyln01,11,2.0,1,0,
hhhalegursoy,10,1.0,1,0,
nytuser_melikesoguksu_0415,11,4.0,4,3,ordu
aysegulparlar,78,2.0,2,1,gazi̇antep
nurcanbeyhantopcu,120,2.0,15,16,kocaeli̇
goog_34066910ee99,31,7.0,9,24,ankara
nytuser_engindemirtas_9187,20,7.0,2,0,ni̇ğde
nytuser_ceydadikici_6656,10,4.0,8,2,
drmzelif,100,1.0,7,68,
nazli_polat16,28,41.0,31,19,
Sule_Coskun8,97,3.0,5,1,aydin
goog_33cd2ca26fe1,41,1.0,2,1,kayseri̇
